pollutant_avg
51
214
33
204
349
84
56
31
9
5
41
4
158
275
34
45
85
141
31
9
78
169
32
17
10
298
37
43
47
186
11
9
149
40
222
20
42
29
131
10
85
13
77
9
26
35
156
105
11
0
10
100
154
25
6
86
123
8
18
352
6
23
329
19
4
49
59
40
36
292
6
160
26
105
264
8
3
73
234
0
70
187
18
4
22
295
206
100
40
35
14
76
141
12
15
210
6
91
229
17
144
12
9
6
12
24
201
131
6
12
4
199
173
30
25
32
2
12
228
30
24
10
117
7
8
6
10
69
11
213
131
19
5
179
30
40
109
13
8
6
21
123
5
8
3
62
2
7
56
24
349
293
12
16
80
14
378
52
231
14
25
40
94
189
59
162
18
4
8
13
29
48
183
12
40
1
56
32
6
6
31
9
1
10
29
62
68
25
83
1
8
35
70
17
1
28
26
51
59
9
10
53
86
3
3
72
26
5
5
41
18
54
52
12
10
16
42
36
2
101
98
54
33
54
120
12
221
5
17
39
46
5
130
275
164
7
48
42
10
27
245
151
6
85
247
56
4
42
62
148
10
156
19
119
91
3
13
85
210
24
107
20
239
7
47
0
5
153
90
237
19
64
11
11
126
94
142
0
0
150
32
3
125
5
5
23
87
66
11
34
18
102
16
105
4
23
165
45
219
33
43
2
141
70
2
65
240
7
51
110
336
7
102
2
93
85
10
24
33
61
4
183
15
55
153
13
24
14
11
9
160
194
46
86
18
95
21
12
133
9
17
29
153
22
9
219
204
8
20
92
40
11
116
9
18
108
33
19
32
119
71
152
27
8
2
44
155
230
31
16
37
32
11
15
116
35
110
57
16
37
137
132
45
9
38
140
4
98
185
16
52
22
4
1
54
14
10
0
48
46
84
3
24
13
3
98
11
88
3
79
120
4
219
295
6
48
94
11
167
16
89
55
32
111
41
7
69
199
57
39
26
141
5
183
1
3
246
162
30
20
3
1
46
68
77
245
168
9
70
249
193
7
4
33
3
14
257
78
9
214
5
119
3
22
5
105
12
37
2
147
14
8
5
260
24
10
61
3
56
12
135
4
176
22
129
4
31
12
3
105
109
6
27
21
7
2
29
102
16
2
72
0
8
9
66
89
11
4
27
20
28
91
10
62
10
24
32
8
78
6
2
14
18
0
11
0
3
2
77
3
6
229
166
32
24
48
59
15
25
36
3
4
18
69
71
11
22
1
4
13
3
34
34
19
135
0
128
7
1
19
103
17
29
5
46
33
34
2
28
29
33
43
5
20
2
54
51
31
20
58
5
74
2
84
53
35
48
48
17
8
39
4
31
8
0
37
15
42
3
21
25
49
7
31
51
22
4
17
19
4
83
76
11
3
21
92
15
9
74
31
4
114
4
56
5
20
41
62
35
5
2
1
54
90
6
107
11
11
27
2
42
29
8
73
4
24
54
98
17
0
0
0
0
26
0
7
4
4
45
14
37
22
19
131
37
83
8
37
11
25
65
68
8
1
18
18
64
9
96
98
3
21
27
91
72
90
11
14
26
48
9
13
40
54
2
44
45
20
3
92
77
6
22
69
57
23
55
9
52
19
54
43
2
0
38
46
17
42
73
30
2
124
65
104
19
1
54
10
1
35
11
62
0
37
2
16
62
28
51
7
13
3
35
2
55
11
36
53
86
39
16
37
42
30
42
20
3
4
15
33
51
48
65
4
59
15
70
24
39
4
53
46
6
13
87
16
66
2
16
2
30
8
63
52
2
47
23
14
16
0
0
0
4
43
68
6
8
82
3
24
2
75
88
8
25
15
1
9
72
29
3
66
19
5
19
6
37
90
50
26
180
133
21
7
3
5
1
10
14
40
0
27
65
28
25
13
8
1
34
28
27
13
0
0
0
0
0
3
0
0
0
36
0
0
3
0
0
55
61
92
0
15
0
13
1
1
6
80
15
84
73
6
8
12
61
65
7
15
3
8
1
7
27
54
21
0
23
58
36
0
13
5
29
9
18
49
59
8
16
4
0
26
23
6
0
51
60
56
7
13
54
23
136
3
16
77
117
113
2
91
30
2
38
90
14
25
45
163
125
1
2
26
84
6
14
7
1
96
96
15
35
20
65
31
12
76
7
28
35
138
14
27
81
33
61
96
6
9
3
112
83
41
11
6
18
57
34
11
18
26
11
64
36
2
65
12
44
62
5
10
28
39
85
2
10
13
33
35
261
12
54
25
6
170
2
151
5
6
118
52
26
16
341
171
76
64
83
0
120
348
10
11
122
113
114
76
33
23
12
60
32
17
38
1
6
56
32
26
10
0
3
0
15
3
10
72
218
316
115
294
34
6
166
56
4
12
37
186
98
11
345
8
52
397
7
10
159
28
306
66
61
84
158
50
8
5
272
394
309
60
23
4
8
8
53
309
7
9
37
163
32
6
41
293
32
162
5
98
29
205
171
4
4
75
78
27
122
113
48
8
8
101
308
5
18
43
202
54
48
232
5
44
16
139
40
108
14
16
62
364
231
60
78
7
74
51
14
308
191
63
225
11
8
78
253
94
73
209
5
89
5
325
41
65
146
14
79
204
41
11
81
227
144
24
15
11
5
31
179
81
171
19
17
7
101
19
221
3
49
250
46
77
59
58
191
9
295
180
11
76
12
10
220
96
49
250
22
83
280
60
18
259
288
10
66
127
49
8
169
135
37
121
29
19
14
23
171
8
23
36
39
283
6
229
20
73
40
11
303
74
0
58
0
24
0
0
0
68
37
11
102
5
276
279
157
177
50
98
1
0
41
137
53
56
7
230
19
37
286
12
8
85
222
71
66
262
11
6
80
9
86
195
213
13
67
50
7
36
184
0
0
0
0
156
0
65
92
8
52
70
17
94
19
37
10
6
159
34
200
79
16
95
33
198
199
51
6
11
63
58
155
4
30
221
215
4
8
171
51
17
15
30
204
12
66
10
86
141
274
411
88
121
3
31
18
194
9
287
19
14
97
121
271
15
314
19
48
52
30
94
266
33
192
32
17
78
8
98
22
369
245
3
8
346
236
98
10
34
73
7
29
22
72
8
261
11
161
38
52
41
2
29
16
5
29
1
4
141
119
8
15
45
177
2
37
81
157
31
80
101
211
130
6
35
156
30
146
14
8
8
169
46
127
42
10
181
42
5
31
41
210
130
2
14
24
182
53
32
36
129
34
5
188
53
135
47
96
31
42
1
50
9
85
2
121
22
108
27
58
47
4
65
123
16
168
14
345
3
44
3
11
87
128
12
119
60
12
25
200
72
137
8
8
52
66
138
22
216
49
94
217
68
18
72
11
264
122
7
13
69
219
63
298
93
39
128
10
138
46
142
3
14
262
88
20
219
67
89
59
25
127
0
29
7
92
75
0
0
0
0
0
51
0
4
0
0
0
0
19
145
166
130
18
63
69
50
62
65
202
13
65
238
3
49
167
14
46
278
3
19
57
127
89
3
153
184
50
22
1
138
78
39
38
0
0
79
0
0
45
0
66
4
31
185
11
339
65
67
278
69
2
33
222
16
224
42
68
101
84
139
8
222
23
176
119
337
112
20
4
216
44
136
189
29
6
188
89
285
107
13
6
73
27
0
0
49
0
21
50
49
141
193
154
20
245
52
194
9
62
25
50
198
156
60
131
104
168
5
127
244
166
200
12
19
93
48
25
47
50
150
153
39
7
163
97
40
12
282
20
27
167
283
123
32
59
236
6
214
191
23
14
74
68
62
33
22
201
135
6
1
43
151
69
205
131
22
145
33
28
170
4
86
92
32
214
4
49
189
70
51
4
166
0
0
0
0
0
41
238
36
40
149
64
107
2
68
43
4
77
214
166
71
156
44
152
48
6
10
71
75
15
49
231
77
207
4
41
7
226
37
204
10
85
184
200
10
27
40
44
7
85
2
42
66
197
260
83
57
7
1
57
45
46
9
28
194
8
185
11
47
171
10
50
44
185
63
8
218
23
2
58
9
37
161
51
4
325
243
67
79
84
163
140
9
12
61
29
87
318
172
73
29
3
116
68
22
76
14
243
153
68
73
101
18
238
157
63
91
4
38
6
93
4
100
8
147
215
7
2
250
59
81
42
59
30
160
55
4
229
50
40
89
31
48
48
28
141
31
54
5
96
57
2
3
47
79
37
13
18
98
1
0
0
0
0
0
0
0
52
176
187
14
2
78
82
145
60
18
226
48
16
54
162
144
161
41
9
224
63
97
54
3
41
98
139
42
38
26
94
0
0
0
0
0
49
8
8
53
172
50
155
95
95
8
30
5
89
16
1
168
32
11
11
179
1
59
186
8
8
54
68
84
129
204
10
3
18
139
0
60
3
42
96
166
65
296
23
78
4
14
41
16
5
46
163
1
5
103
4
54
19
8
95
116
54
10
74
87
32
33
4
59
121
17
147
6
8
9
39
24
125
179
115
74
56
8
23
45
241
11
16
27
159
44
50
3
30
5
13
301
0
25
207
21
179
8
54
22
41
241
42
240
2
10
33
14
136
14
9
45
36
160
58
78
17
223
14
156
40
53
9
173
77
2
244
7
34
203
18
77
148
2
16
59
240
2
7
182
38
63
33
84
30
33
103
4
34
8
34
72
90
59
13
53
14
36
155
38
192
18
16
18
0
0
24
0
0
70
100
43
0
2
22
34
0
0
0
43
10
0
0
25
10
6
292
89
175
6
0
20
0
88
0
0
0
53
45
167
8
295
68
66
126
38
9
1
132
5
45
0
76
4
9
6
221
69
157
5
188
24
8
84
4
118
0
84
16
68
3
98
75
35
45
6
7
43
84
54
30
67
15
47
5
3
68
71
19
25
62
2
36
22
127
7
2
50
125
47
52
12
107
7
79
11
124
37
6
85
68
50
114
13
61
54
23
40
2
185
102
0
13
26
77
349
231
0
61
1
6
78
36
66
29
113
8
125
61
13
99
3
22
0
27
2
39
141
144
6
35
4
99
10
3
19
126
10
122
18
13
9
8
108
21
4
124
23
324
18
88
11
254
77
65
260
11
65
85
360
12
34
23
9
19
73
168
15
160
4
22
92
154
163
18
10
127
35
8
15
8
252
59
64
75
2
32
2
14
93
2
64
9
48
19
5
63
83
128
6
8
31
18
31
107
56
137
10
5
137
18
2
20
75
20
169
2
38
2
106
44
102
8
7
109
128
12
24
31
32
15
5
232
10
32
141
70
19
17
81
28
90
10
2
159
19
89
42
20
23
2
30
20
103
2
30
86
11
35
25
76
5
2
84
74
113
20
45
2
95
38
79
35
172
65
22
229
40
17
88
16
89
47
361
7
327
0
31
302
149
13
14
15
315
14
191
18
92
75
44
220
11
99
50
82
10
273
6
10
61
320
93
216
47
137
41
41
234
50
16
6
35
28
17
125
279
19
74
34
35
149
26
174
4
149
5
19
17
133
29
69
16
61
4
74
24
235
133
0
0
0
118
11
0
0
34
22
73
20
89
78
33
50
272
206
12
22
27
203
52
311
8
121
0
29
50
2
147
110
46
238
318
46
181
7
15
353
45
93
339
23
345
14
84
239
34
92
92
248
28
59
95
139
14
10
23
76
13
45
223
357
109
142
135
50
10
7
9
61
315
10
21
20
49
188
51
79
162
154
10
173
35
120
13
77
39
134
1
88
3
47
34
122
7
84
59
186
1
146
24
59
49
12
12
46
48
14
36
2
71
91
48
21
5
110
3
19
15
35
69
50
23
0
2
0
55
78
0
52
0
31
0
0
46
27
0
0
0
66
52
7
38
74
3
33
46
24
58
21
6
48
4
10
47
127
58
189
19
4
19
53
256
28
3
32
140
180
100
7
293
26
69
151
24
11
2
183
0
36
35
0
0
40
30
0
0
0
57
139
98
4
49
83
147
59
162
49
215
6
7
89
2
19
112
46
231
243
36
16
5
258
171
23
22
50
145
89
91
6
14
63
85
11
43
93
15
2
85
88
153
76
6
96
17
49
223
296
37
189
33
8
75
19
13
58
294
8
70
46
203
180
145
2
9
69
67
6
28
94
174
3
289
55
81
255
163
6
34
19
50
96
174
39
15
143
7
4
12
254
143
35
42
267
20
77
157
71
16
100
10
212
174
68
39
44
32
14
48
364
258
4
338
16
279
89
93
89
15
270
32
42
35
156
12
3
85
104
49
22
9
12
34
84
82
14
48
85
7
24
25
57
76
47
4
32
2
92
2
3
76
32
331
78
55
7
63
253
57
0
0
0
0
0
